Trafico_Real,Trafico_Predicho,Error
5651.0,5437.325,213.6748046875
6832.0,6334.5737,497.42626953125
6090.0,5961.659,128.3408203125
4650.0,4190.7705,459.2294921875
3292.0,3497.9636,-205.963623046875
2885.0,2948.7908,-63.790771484375
2445.0,2715.0237,-270.023681640625
1728.0,2046.8622,-318.8621826171875
1094.0,1384.67,-290.6700439453125
614.0,711.53143,-97.53143310546875
348.0,422.72717,-74.7271728515625
361.0,130.00932,230.9906768798828
877.0,560.9366,316.06341552734375
2966.0,2889.4111,76.5888671875
5970.0,5717.4575,252.54248046875
6530.0,6381.4395,148.560546875
5542.0,5956.092,-414.091796875
5710.0,5092.305,617.69482421875
4726.0,5145.678,-419.67822265625
5025.0,4939.3906,85.609375
5151.0,5328.3496,-177.349609375
5340.0,5293.707,46.29296875
5261.0,5720.8677,-459.86767578125
5794.0,5698.4507,95.54931640625
6654.0,6364.007,289.9931640625
6210.0,6245.9194,-35.91943359375
4758.0,4724.162,33.837890625
3466.0,3692.455,-226.455078125
3112.0,3111.104,0.89599609375
2703.0,2972.0994,-269.099365234375
2838.0,2176.3484,661.651611328125
1471.0,1961.0853,-490.0853271484375
812.0,889.7454,-77.74542236328125
418.0,560.3703,-142.37030029296875
311.0,206.22188,104.77812194824219
419.0,292.70483,126.295166015625
776.0,990.79144,-214.79144287109375
2725.0,2554.687,170.31298828125
5554.0,5746.8867,-192.88671875
6494.0,6482.2236,11.7763671875
5593.0,6007.8096,-414.8095703125
5039.0,5068.811,-29.81103515625
4584.0,4866.4473,-282.447265625
4964.0,5001.347,-37.34716796875
5106.0,5237.3433,-131.34326171875
5445.0,5270.5913,174.40869140625
5311.0,5746.6904,-435.6904296875
5667.0,5694.7397,-27.73974609375
6057.0,6196.0073,-139.00732421875
5412.0,6210.004,-798.00390625
4707.0,4629.316,77.68408203125
3505.0,3790.3213,-285.3212890625
3025.0,3119.5706,-94.570556640625
2836.0,3008.4143,-172.414306640625
2467.0,2491.5535,-24.553466796875
1739.0,1974.4432,-235.4432373046875
1009.0,1259.8009,-250.8009033203125
1009.0,649.09955,359.90045166015625
649.0,675.69055,-26.6905517578125
649.0,521.4542,127.5457763671875
541.0,593.70996,-52.7099609375
555.0,587.4754,-32.47540283203125
1057.0,680.03033,376.96966552734375
1584.0,1265.2568,318.7431640625
2323.0,2102.5051,220.494873046875
3446.0,3091.006,354.993896484375
4305.0,3962.712,342.2880859375
4690.0,4639.727,50.27294921875
4714.0,4933.922,-219.921875
4882.0,4805.5146,76.4853515625
4770.0,4908.407,-138.4072265625
4858.0,4793.972,64.02783203125
4495.0,4791.8877,-296.8876953125
4766.0,4432.848,333.15185546875
4544.0,4551.1494,-7.1494140625
4236.0,4289.419,-53.4189453125
3435.0,3875.6677,-440.667724609375
2694.0,3295.0183,-601.018310546875
2696.0,2708.9583,-12.958251953125
2869.0,2607.4314,261.568603515625
2231.0,2161.216,69.783935546875
1259.0,1486.2053,-227.205322265625
704.0,813.97437,-109.974365234375
724.0,436.90707,287.0929260253906
724.0,460.48386,263.5161437988281
496.99999999999994,639.30774,-142.30773925781256
504.0,539.35535,-35.3553466796875
609.0,648.5587,-39.5587158203125
962.0,759.5425,202.45751953125
1260.0,1111.1523,148.84765625
2133.0,1727.883,405.116943359375
2910.0,2760.5984,149.401611328125
2910.0,3528.2717,-618.271728515625
3540.0,3494.7495,45.25048828125
3858.0,3796.4248,61.5751953125
4055.0,4064.9053,-9.9052734375
4114.0,4214.778,-100.77783203125
4163.0,4210.423,-47.4228515625
4490.0,4194.1567,295.84326171875
4746.0,4447.5693,298.4306640625
4877.0,4660.0303,216.9697265625
5355.0,4786.2505,568.74951171875
3170.0,5165.0146,-1995.0146484375
2463.0,3042.6008,-579.600830078125
1919.0,2183.475,-264.47509765625
1342.0,1727.0127,-385.0126953125
928.9999999999999,914.2018,14.798217773437386
461.0,746.6221,-285.6220703125
302.0,114.27971,187.7202911376953
207.0,395.97922,-188.97921752929688
207.0,289.07263,-82.0726318359375
338.0,622.80334,-284.8033447265625
819.0,1027.1715,-208.1715087890625
2844.0,2638.314,205.68603515625
5660.0,5559.4536,100.54638671875
6505.0,6147.6743,357.32568359375
6117.0,5837.6997,279.30029296875
5190.0,5144.9854,45.0146484375
4456.0,4543.5083,-87.50830078125
4456.0,4549.1235,-93.12353515625
4595.0,4781.993,-186.9931640625
4829.0,4758.9062,70.09375
4779.0,5148.93,-369.93017578125
5048.0,5372.959,-324.958984375
5629.0,5680.68,-51.68017578125
6604.0,6156.368,447.6318359375
5936.0,5872.006,63.994140625
4184.0,4343.582,-159.58203125
3008.0,3208.7573,-200.75732421875
2537.0,2768.853,-231.85302734375
2048.0,2370.8408,-322.8408203125
2048.0,1711.4519,336.548095703125
1498.0,1525.4843,-27.4842529296875
1498.0,859.0511,638.9489135742188
980.0,951.14056,28.85943603515625
980.0,834.1874,145.8126220703125
483.0,714.22046,-231.220458984375
483.0,447.7418,35.258209228515625
321.0,516.6642,-195.6641845703125
321.0,413.38928,-92.3892822265625
216.0,566.89886,-350.89886474609375
216.0,272.31897,-56.3189697265625
346.0,380.89713,-34.897125244140625
871.0,602.91296,268.0870361328125
3005.0,2109.0588,895.941162109375
5631.0,5783.688,-152.68798828125
6212.0,6073.6265,138.37353515625
5841.0,5618.9473,222.052734375
5841.0,5222.426,618.57421875
5531.0,5367.424,163.576171875
5531.0,5194.053,336.94677734375
5531.0,5300.54,230.4599609375
4398.0,5472.4326,-1074.4326171875
4398.0,4542.7324,-144.732421875
4690.0,4331.361,358.63916015625
4910.0,4747.175,162.8251953125
4910.0,5150.631,-240.630859375
4952.0,5240.915,-288.9150390625
5129.0,5345.1045,-216.1044921875
5730.0,5446.273,283.72705078125
5730.0,6075.3794,-345.37939453125
6717.0,5635.7695,1081.23046875
6717.0,6580.9473,136.052734375
6091.0,5499.0273,591.97265625
6091.0,4916.879,1174.12109375
6091.0,5094.627,996.373046875
4371.0,5250.3013,-879.30126953125
3202.0,4242.81,-1040.81005859375
3202.0,3171.1748,30.8251953125
2778.0,3121.6348,-343.634765625
2778.0,2284.6343,493.36572265625
2778.0,2485.318,292.681884765625
3721.9999999999995,2497.607,1224.3930664062495
3721.9999999999995,3140.5117,581.4882812499995
3721.9999999999995,3368.0244,353.97558593749955
2381.0,3717.0112,-1336.01123046875
2381.0,2000.3312,380.6688232421875
2381.0,2086.2556,294.744384765625
1462.0,2122.4675,-660.467529296875
1462.0,1442.2777,19.7222900390625
1462.0,1187.5776,274.42236328125
1462.0,1286.8158,175.1842041015625
608.0,1298.2834,-690.283447265625
608.0,608.3558,-0.35577392578125
608.0,371.4898,236.51019287109375
608.0,480.41122,127.58877563476562
318.0,662.9211,-344.92108154296875
318.0,308.11697,9.883026123046875
318.0,494.4257,-176.42568969726562
318.0,496.38116,-178.38116455078125
354.0,392.62735,-38.627349853515625
354.0,491.16348,-137.16348266601562
354.0,655.88654,-301.88653564453125
911.0,793.5294,117.4705810546875
911.0,866.0071,44.992919921875
911.0,1903.3864,-992.3863525390625
3011.0,2404.3687,606.63134765625
6015.0,3549.0115,2465.988525390625
6580.0,5908.7617,671.23828125
6104.0,6578.7285,-474.728515625
5379.0,5682.7974,-303.79736328125
4687.0,5222.182,-535.18212890625
4924.0,4840.631,83.369140625
5043.0,5181.0386,-138.03857421875
4945.0,5275.5913,-330.59130859375
5221.0,5337.3623,-116.3623046875
5919.0,5665.632,253.3681640625
6923.0,6231.8447,691.1552734375
6325.0,6048.636,276.36376953125
4660.0,4459.2334,200.7666015625
3216.0,3478.3572,-262.357177734375
2914.0,2923.8481,-9.84814453125
2461.0,2773.0247,-312.024658203125
1957.0,1969.7418,-12.7418212890625
1400.0,1476.7538,-76.7537841796875
604.0,838.14844,-234.1484375
359.0,498.5581,-139.55810546875
264.0,130.65771,133.34228515625
375.0,348.31247,26.687530517578125
916.0,989.34607,-73.3460693359375
2967.0,3234.0505,-267.050537109375
5942.0,5996.6245,-54.62451171875
6685.0,6570.314,114.68603515625
6029.0,6065.336,-36.3359375
5507.0,5130.4736,376.5263671875
4678.0,4901.2266,-223.2265625
4943.0,4909.6704,33.32958984375
4977.0,5192.31,-215.31005859375
5182.0,5057.696,124.30419921875
5315.0,5419.5,-104.5
6079.0,5822.2803,256.7197265625
6658.0,6623.44,34.56005859375
6125.0,6249.5083,-124.50830078125
4724.0,4613.0273,110.97265625
3538.0,3617.8994,-79.8994140625
3132.0,3154.523,-22.52294921875
3069.0,2957.9404,111.0595703125
3643.0,2522.4827,1120.517333984375
2158.0,2062.7717,95.228271484375
760.0,1480.3309,-720.3309326171875
468.99999999999994,532.7498,-63.74981689453131
316.0,325.5711,-9.57110595703125
405.0,274.11475,130.88525390625
851.0,1125.4418,-274.4417724609375
2809.0,2937.9775,-128.9775390625
5672.0,5739.2305,-67.23046875
5849.0,6498.079,-649.0791015625
5344.0,5514.16,-170.16015625
5344.0,5001.9385,342.0615234375
5344.0,5201.282,142.7177734375
5132.0,5476.462,-344.4619140625
5132.0,5362.524,-230.52392578125
5132.0,5325.4473,-193.447265625
4706.0,5345.3296,-639.32958984375
4706.0,5000.1323,-294.13232421875
4706.0,4851.7266,-145.7265625
5128.0,4997.756,130.244140625
5128.0,5471.66,-343.66015625
5128.0,5433.887,-305.88720703125
5308.0,5280.363,27.63720703125
5308.0,5511.76,-203.759765625
5308.0,5459.663,-151.6630859375
5308.0,5434.9453,-126.9453125
5105.0,5384.2476,-279.24755859375
5105.0,5076.821,28.17919921875
5105.0,5070.9966,34.00341796875
5488.0,5188.175,299.8251953125
5488.0,5661.4414,-173.44140625
5488.0,5780.682,-292.68212890625
5488.0,5787.5693,-299.5693359375
5906.0,5694.9653,211.03466796875
5906.0,5943.829,-37.8291015625
5906.0,5904.7783,1.2216796875
6629.0,5815.9697,813.0302734375
6629.0,6109.665,519.3349609375
6629.0,5966.113,662.88720703125
5965.0,5974.589,-9.5888671875
5965.0,5445.3296,519.67041015625
5100.0,5326.968,-226.9677734375
5100.0,4735.0312,364.96875
3774.0000000000005,4532.588,-758.5878906249995
3077.0,3936.8755,-859.87548828125
3030.0,3235.1719,-205.171875
2630.0,2776.068,-146.068115234375
2630.0,2230.1155,399.884521484375
2657.0,2415.6995,241.300537109375
1222.0,2438.811,-1216.81103515625
1222.0,863.77985,358.22015380859375
1222.0,834.76056,387.23944091796875
709.0,954.3715,-245.37152099609375
709.0,811.1047,-102.10467529296875
495.99999999999994,598.29456,-102.29455566406256
433.0,461.33905,-28.33905029296875
392.0,378.86374,13.136260986328125
801.0,356.9397,444.060302734375
1385.0,1080.4492,304.55078125
2115.0,2053.735,61.264892578125
3136.0,3075.7485,60.25146484375
3676.0,3752.7837,-76.78369140625
4034.0,4101.669,-67.6689453125
4517.0,4283.8457,233.154296875
4590.0,4669.196,-79.19580078125
4876.0,4671.3623,204.6376953125
4729.0,4815.432,-86.43212890625
4754.0,4640.2207,113.779296875
4939.0,4633.7373,305.2626953125
4852.0,4795.1816,56.818359375
4556.0,4679.3164,-123.31640625
3732.9999999999995,4242.518,-509.51806640625045
3181.0,3394.6204,-213.620361328125
3011.0,3157.7346,-146.734619140625
3358.0,3060.7388,297.26123046875
3347.0,2805.9636,541.036376953125
1529.0,2114.5574,-585.557373046875
996.0000000000001,750.96356,245.03643798828136
726.0,521.97656,204.0234375
439.0,438.06665,0.933349609375
407.0,323.35123,83.64877319335938
738.0,555.30164,182.6983642578125
1138.0,1196.782,-58.781982421875
1498.0,1604.1841,-106.18408203125
2214.0,2253.2551,-39.255126953125
3432.0,2864.3916,567.6083984375
4460.0,3944.0203,515.979736328125
4195.0,4669.466,-474.4658203125
4185.0,4533.783,-348.783203125
4115.0,4238.238,-123.23779296875
4121.0,4198.8164,-77.81640625
4329.0,4196.72,132.27978515625
4555.0,4334.1855,220.814453125
4505.0,4451.7153,53.28466796875
3560.0,4358.7075,-798.70751953125
2989.0,3244.7554,-255.75537109375
2477.0,2471.066,5.93408203125
1898.0000000000002,2257.2725,-359.2724609374998
1413.0,1564.8412,-151.8411865234375
990.9999999999999,925.35693,65.64306640624989
484.0,554.7956,-70.79559326171875
331.0,354.75974,-23.759735107421875
239.0,227.13284,11.867156982421875
373.0,330.4494,42.55059814453125
848.0,1236.2683,-388.268310546875
2851.0,2526.8054,324.194580078125
5208.0,5598.631,-390.630859375
6600.0,5728.832,871.16796875
5918.0,6006.775,-88.77490234375
5020.0,4970.574,49.42578125
4583.0,4443.229,139.77099609375
4556.0,4613.788,-57.7880859375
4812.0,4861.9688,-49.96875
4866.0,4963.7476,-97.74755859375
5095.0,5126.146,-31.14599609375
5769.0,5530.4995,238.50048828125
6629.0,6259.375,369.625
6013.0,6052.5635,-39.5634765625
4162.0,4310.1274,-148.12744140625
3029.0,3216.8042,-187.80419921875
2612.0,2755.096,-143.095947265625
2595.0,2394.9143,200.085693359375
3268.0,2119.159,1148.841064453125
1174.0,1614.9822,-440.982177734375
560.0,733.6218,-173.621826171875
373.0,409.8032,-36.803192138671875
246.99999999999997,291.00912,-44.0091247558594
381.0,394.66895,-13.6689453125
867.0,988.94525,-121.94525146484375
2906.0,2999.2312,-93.231201171875
5793.0,5847.2095,-54.20947265625
6796.0,6508.206,287.7939453125
5932.0,6129.5967,-197.5966796875
5354.0,5121.3433,232.65673828125
4682.0,4781.3115,-99.3115234375
4877.0,4906.937,-29.93701171875
5069.0,5185.515,-116.51513671875
5268.0,5186.6143,81.3857421875
5314.0,5513.2363,-199.236328125
5823.0,5800.127,22.873046875
6669.0,6410.1714,258.82861328125
6379.0,6322.803,56.19677734375
4670.0,4877.1274,-207.12744140625
3208.0,3534.1204,-326.120361328125
2807.0,2878.3508,-71.350830078125
2583.0,2683.5386,-100.53857421875
1848.0,2116.7288,-268.728759765625
1111.0,1387.5916,-276.591552734375
633.0,701.5187,-68.5186767578125
422.0,433.16345,-11.1634521484375
320.0,265.28293,54.717071533203125
380.0,370.5694,9.43060302734375
861.0,818.4301,42.56988525390625
2761.0,2945.6548,-184.65478515625
5385.0,5848.6973,-463.697265625
5983.0,6419.8755,-436.87548828125
5411.0,5683.63,-272.6298828125
5036.0,4906.3647,129.63525390625
4830.0,4825.3076,4.6923828125
5165.0,5092.4077,72.59228515625
5484.0,5361.7812,122.21875
5650.0,5563.8975,86.1025390625
5916.0,5780.563,135.43701171875
5793.0,6179.38,-386.3798828125
6032.0,5894.86,137.14013671875
5177.0,5895.5215,-718.521484375
4347.0,4514.6187,-167.61865234375
3179.0,3656.1858,-477.185791015625
2860.0,3056.0227,-196.022705078125
2638.0,2872.1028,-234.102783203125
2077.0,2279.3955,-202.3955078125
1474.0,1616.9233,-142.92333984375
1324.0,994.38434,329.61566162109375
601.0,899.53625,-298.5362548828125
416.0,548.64526,-132.645263671875
320.0,271.8336,48.166412353515625
266.0,418.79404,-152.79403686523438
423.0,626.80676,-203.8067626953125
834.0,819.68414,14.31585693359375
990.9999999999999,1168.6099,-177.6098632812501
1267.0,1853.0444,-586.04443359375
2227.0,2360.638,-133.637939453125
2817.0,2690.4597,126.540283203125
3347.0,3570.4424,-223.4423828125
3169.0,3820.1343,-651.13427734375
3049.0,3654.8044,-605.804443359375
2935.0,3294.8945,-359.89453125
3278.0,3083.783,194.217041015625
3212.0,3342.9062,-130.90625
3340.0,3140.836,199.1640625
3267.0,3282.3694,-15.369384765625
3194.0,3184.1804,9.819580078125
2989.0,3070.531,-81.531005859375
2730.0,2755.2595,-25.259521484375
1962.0,2458.6128,-496.61279296875
1313.0,1608.8152,-295.815185546875
770.0,855.6575,-85.657470703125
466.99999999999994,432.07657,34.92343139648432
271.0,352.88742,-81.88742065429688
257.0,294.90182,-37.901824951171875
403.0,524.76526,-121.7652587890625
1045.0,983.1675,61.83251953125
2101.0,2434.7354,-333.7353515625
2419.0,3502.9175,-1083.91748046875
2480.0,3343.1575,-863.157470703125
2909.0,3096.5784,-187.578369140625
3405.0,3258.4724,146.527587890625
4017.0000000000005,3653.9307,363.06933593750045
4321.0,4267.43,53.56982421875
4334.0,4648.626,-314.6259765625
4749.0,4541.565,207.43505859375
4696.0,4835.0947,-139.0947265625
4696.0,4596.8105,99.189453125
4482.0,4567.9634,-85.96337890625
4482.0,4210.693,271.30712890625
4858.0,4146.042,711.9580078125
5325.0,4493.8174,831.1826171875
3279.0,5008.2803,-1729.2802734375
2844.0,3301.8782,-457.878173828125
2802.0,2685.414,116.5859375
2297.0,2769.5806,-472.58056640625
1642.0,1869.1846,-227.1845703125
1079.0,1160.0592,-81.0592041015625
655.0,648.3089,6.69110107421875
516.0,452.26538,63.734619140625
372.0,386.93607,-14.936065673828125
323.0,330.87622,-7.876220703125
595.0,522.3423,72.65771484375
1010.0,1316.0826,-306.0826416015625
1539.0,1593.286,-54.2860107421875
2133.0,2385.4878,-252.48779296875
3054.0,3009.5051,44.494873046875
3914.0,3572.7625,341.237548828125
4734.0,4160.6675,573.33251953125
5167.0,4901.953,265.046875
4952.0,5242.0454,-290.04541015625
4461.0,4917.5903,-456.59033203125
4348.0,4383.307,-35.30712890625
4380.0,4393.056,-13.05615234375
4490.0,4381.158,108.841796875
4046.0,4361.05,-315.0498046875
3463.0,3804.9553,-341.955322265625
3005.0,3180.0945,-175.094482421875
2800.0,2920.356,-120.35595703125
2673.0,2621.1055,51.89453125
2584.0,2153.095,430.905029296875
1386.0,1844.4672,-458.4671630859375
937.9999999999999,924.6776,13.322387695312386
701.0,545.63885,155.36114501953125
513.0,474.17163,38.828369140625
454.0,404.21234,49.78765869140625
602.0,479.20258,122.79742431640625
965.0,731.5219,233.47808837890625
1240.0,1229.9377,10.062255859375
1769.0,1851.0974,-82.097412109375
2404.0,2415.6548,-11.65478515625
3280.0,3020.082,259.91796875
3886.0,3718.1367,167.86328125
4299.0,4185.834,113.166015625
4860.0,4495.05,364.9501953125
4871.0,4924.631,-53.630859375
4994.0,4885.6997,108.30029296875
4933.0,4930.3213,2.6787109375
4794.0,4836.4907,-42.49072265625
4392.0,4654.376,-262.3759765625
3341.0,4172.539,-831.5390625
2839.0,3171.4216,-332.421630859375
2550.0,2660.933,-110.93310546875
1640.0,2447.8281,-807.828125
1009.0,1060.8789,-51.87890625
539.0,572.70844,-33.70843505859375
317.0,294.9565,22.043487548828125
213.0,283.4929,-70.49288940429688
328.0,384.43817,-56.43817138671875
810.0,1016.4831,-206.48309326171875
2875.0,2518.323,356.677001953125
5636.0,5723.089,-87.0888671875
6656.0,6263.0967,392.9033203125
5907.0,6009.852,-102.85205078125
5063.0,4967.8574,95.142578125
4365.0,4534.102,-169.10205078125
4513.0,4611.5596,-98.5595703125
4933.0,4847.1167,85.88330078125
4659.0,5019.3174,-360.3173828125
4997.0,4988.85,8.14990234375
5748.0,5381.1006,366.8994140625
6674.0,6341.9346,332.0654296875
5937.0,5866.2417,70.75830078125
4171.0,4168.4375,2.5625
2984.0,3229.5051,-245.505126953125
2399.0,2735.1338,-336.1337890625
2051.0,2263.5518,-212.5517578125
1431.0,1748.2549,-317.2548828125
955.0,1007.31976,-52.31976318359375
569.0,560.62695,8.373046875
317.0,379.2208,-62.220794677734375
254.0,127.08219,126.91780853271484
352.0,285.03152,66.96847534179688
843.0,939.7126,-96.71258544921875
3058.0,3134.167,-76.1669921875
5917.0,6050.8633,-133.86328125
6649.0,6453.164,195.8359375
6075.0,6050.041,24.958984375
5320.0,5127.6274,192.37255859375
4493.0,4714.1724,-221.17236328125
4934.0,4751.754,182.24609375
4980.0,5177.919,-197.9189453125
4837.0,5073.123,-236.123046875
5024.0,5221.8115,-197.8115234375
5756.0,5550.249,205.7509765625
6731.0,6425.8867,305.11328125
5922.0,6086.8403,-164.84033203125
4740.0,4232.2314,507.7685546875
3162.0,3586.2449,-424.244873046875
2676.0,2916.0332,-240.033203125
2378.0,2632.1328,-254.1328125
1532.0,2002.3999,-470.39990234375
946.0000000000001,1155.3876,-209.3875732421874
552.0,596.34143,-44.3414306640625
310.0,353.2861,-43.286102294921875
274.0,133.25288,140.7471160888672
376.0,387.02057,-11.02056884765625
883.0,1033.2557,-150.2557373046875
3034.0,3170.993,-136.992919921875
5956.0,6042.288,-86.2880859375
6624.0,6538.561,85.43896484375
6020.0,6035.139,-15.13916015625
5331.0,5126.4507,204.54931640625
